adsetID_date,Campaign_ID,Adset_ID,Adset_Name,IT_ID1,IT_ID2,IT_ID3,date,day_ctr,day_clicks,day_reach,day_spend,day_actions,day_impression,IT_Aud_ID1_up_bound,IT_Aud_ID2_up_bound,IT_Aud_ID3_up_bound
100,23852088675240227_2022-08-06,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
101,23852088675240227_2022-08-07,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
102,23852088675240227_2022-08-08,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
103,23852088675240227_2022-08-09,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
104,23852088675240227_2022-08-10,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
105,23852088675240227_2022-08-11,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
106,23852088675240227_2022-08-12,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
107,23852088675240227_2022-08-13,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
108,23852088675240227_2022-08-14,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
109,23852088675240227_2022-08-15,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
110,23852088675240227_2022-08-16,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
111,23852088675240227_2022-08-17,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
112,23852088675240227_2022-08-18,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
113,23852088675240227_2022-08-19,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
114,23852088675240227_2022-08-20,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
115,23852088675240227_2022-08-21,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
116,23852088675240227_2022-08-22,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
117,23852088675240227_2022-08-23,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
118,23852088675240227_2022-08-24,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
119,23852088675240227_2022-08-25,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
120,23852088675240227_2022-08-26,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
